bgg_id,name,year,game_type,designer,artist,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,category,mechanic,cooperative,compilation,compilation_of,family,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id
,Dungeon Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon_Twister,19313,,Q1265734,Dungeon_Twister
,Dungeon World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon_World,,,,Dungeon_World
,Dungeoneer (game),,,,,,1,,,,,,12,,,,,,,,,,,,,,,,,,,,Dungeoneer_(game),,,Q5315162,Dungeoneer_(game)
,Dungeonquest,,,Dan Glimne,,"Schmidt Spiele,Games Workshop,Schmidt Spiel & Freizeit GmbH,ゲームズワークショップ,게임 워크숍",1,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeonquest,,,Q1254280,Dungeonquest
,Dungeons & Dragons,1974,,"Gary Gygax,Dave Arneson,デイヴ・アーネソン,Дейв Арнесон",,"Wizards of the Coast,TSR, Inc.,ウィザーズ・オブ・ザ・コースト,워저드 오브 더 코스트,威世智,Tactical Studies Rules,TSR (entreprise),TSR (ゲーム出版社),TSR (公司)",,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeons_&_Dragons,,,Q1265779,Dungeons_&_Dragons
,Dungeons & Dragons-related products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeons_&_Dragons-related_products,,,,Dungeons_&_Dragons-related_products
,Dungeons & Dragons: The Fantasy Adventure Board Game,,,,,"Parker Brothers,Parker (éditeur),パーカー・ブラザーズ,파커 브라더스",2,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeons_&_Dragons:_The_Fantasy_Adventure_Board_Game,,,Q5315166,Dungeons_&_Dragons:_The_Fantasy_Adventure_Board_Game
4746,Dungeons & Dragons Computer Labyrinth Game,,,,,"Mattel,ماتيل,マテル,마텔,美泰兒",1,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeons_&_Dragons_Computer_Labyrinth_Game,,,Q5315176,Dungeons_&_Dragons_Computer_Labyrinth_Game
,Dungeons & Dragons Miniatures Game,2003,,,,"Wizards of the Coast,ウィザーズ・オブ・ザ・コースト,워저드 오브 더 코스트,威世智",,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeons_&_Dragons_Miniatures_Game,,,Q3041330,Dungeons_&_Dragons_Miniatures_Game
,Dungeons & Dragons retro-clones,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeons_&_Dragons_retro-clones,,,Q3458141,Dungeons_&_Dragons_retro-clones
,Dungeons of Dredmor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeons_of_Dredmor,,,Q2782635,Dungeons_of_Dredmor
,Dunsany's Chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunsany's_Chess,,,,Dunsany's_Chess
,Dupa Biskupa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dupa_Biskupa,,,,Dupa_Biskupa
,Duplicate Scrabble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duplicate_Scrabble,,,Q656789,Duplicate_Scrabble
,Duplicate bridge,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,Duplicate_bridge,,,Q2520041,Duplicate_bridge
,Durak,,,,,,2,,,,,,10,,,,,,,,,,,,,,,,,,,,Durak,,,Q1266728,Durak
,Durance (role-playing game),2012,,Jason Morningstar,,Bully Pulpit Games,,,,,,,,,,,,,,,,,,,,,,,,,,,Durance_(role-playing_game),,,,Durance_(role-playing_game)
,Dust Devils (game),2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dust_Devils_(game),,,,Dust_Devils_(game)
,Dutch Blitz,,,,,,2,,,,,,8,,,,,,,,,,,,,,,,,,,,Dutch_Blitz,,,Q2575849,Dutch_Blitz
,Dvorak (game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dvorak_(game),,,Q1268323,Dvorak_(game)
,Dystopian Wars,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Dystopian_Wars,,,Q5319584,Dystopian_Wars
,Dzikie Pola (role-playing game),1997,,"Jacek Komuda,Комуда, Яцек",,"Wydawnictwo MAG,Wydawnictwo Mag",,,,,,,,,,,,,,,,,,,,,,,,,,,Dzikie_Pola_(role-playing_game),,,Q5319911,Dzikie_Pola_(role-playing_game)
,Dōbutsu shōgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dōbutsu_shōgi,,,Q1272695,Dōbutsu_shōgi
,EABA,2003,,Greg Porter (game designer),,Blacksburg Tactical Research Center,,,,,,,,,,,,,,,,,,,,,,,,,,,EABA,,,Q5322481,EABA
,EA Sports Active,,,,,"EA Sports,إي أيه سبورتس,EAスポーツ,EA 스포츠",,,,,,,,,,,,,,,,,,,,,,,,,,,EA_Sports_Active,,,Q3280706,EA_Sports_Active
,EA Sports Active NFL Training Camp,,,,,"EA Sports,إي أيه سبورتس,EAスポーツ,EA 스포츠",,,,,,,,,,,,,,,,,,,,,,,,,,,EA_Sports_Active_NFL_Training_Camp,,,Q5322550,EA_Sports_Active_NFL_Training_Camp
,ENnies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENnies,,,,ENnies
,Eagle Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eagle_Wing,,,Q5325304,Eagle_Wing
,Eagles (card game),,,Tom Dalgliesh,,Columbia Games,2,,,,,,,,,,,,,,,,,,,,,,,,,,Eagles_(card_game),,,,Eagles_(card_game)
,EarthBound,,,,,"Nintendo,نينتندو,任天堂,닌텐도",,,,,,,,,,,,,,,,,,,,,,,,,,,EarthBound,,,Q2529000,EarthBound
,Earth Orbit Stations,,,,,"Electronic Arts,إلكترونيك آرتس,エレクトロニック・アーツ,일렉트로닉 아츠,艺电",,,,,,,,,,,,,,,,,,,,,,,,,,,Earth_Orbit_Stations,,,Q4843952,Earth_Orbit_Stations
,Earthdawn,1993,,Greg Gorden,,"Living Room Games,FASA,RedBrick Limited,FASA Corporation",,,,,,,,,,,,,,,,,,,,,,,,,,,Earthdawn,,,Q5464,Earthdawn
11147,Easy Money (board game),1935,,,,Milton Bradley Company,6,,,,,,,,,,,,,,,,,,,,,,,,,,Easy_Money_(board_game),,,Q5331148,Easy_Money_(board_game)
,Eberron,2004,,"James Wyatt (game designer),Bill Slavicsek,Keith Baker (game designer),جيمس وايت (مصمم ألعاب),ジェームズ・ワイアット,كيث بيكر (مصمم ألعاب),Keith Baker (autore di giochi),Keith Baker",,"Wizards of the Coast,ウィザーズ・オブ・ザ・コースト,워저드 오브 더 코스트,威世智",,,,,,,,,,,,,,,,,,,,,,,,,,,Eberron,,,Q1378808,Eberron
,Echelons of Fire,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Echelons_of_Fire,,,,Echelons_of_Fire
,Echelons of Fury,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Echelons_of_Fury,,,,Echelons_of_Fury
72125,Eclipse (board game),2011,,,,,2,,,,,,14,,,,,,,,,,,,,,,,,,,,Eclipse_(board_game),,,,Eclipse_(board_game)
,Eclipse Phase,,,,,"Catalyst Game Labs,Posthuman Studios",,,,,,,,,,,,,,,,,,,,,,,,,,,Eclipse_Phase,,,Q5333023,Eclipse_Phase
,Edax (computing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edax_(computing),,,Q5335726,Edax_(computing)
,Edge sorting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edge_sorting,,,,Edge_sorting
,Egara-guti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egara-guti,,,Q5347690,Egara-guti
,Egg tapping,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Egg_tapping,,,Q278821,Egg_tapping
,Egyptian Ratscrew,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Egyptian_Ratscrew,,,Q2887791,Egyptian_Ratscrew
,Eight Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eight_Off,,,Q5349005,Eight_Off
,EinStein würfelt nicht!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EinStein_würfelt_nicht!,,,Q390444,EinStein_würfelt_nicht!
,Einwerfen,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,Einwerfen,,,Q5349832,Einwerfen
,El Grande,,,"Richard Ulrich,Wolfgang Kramer,ريتشارد أولريش,فولفغانغ كرامر,ヴォルフガング・クラマー",,"Hans im Glück,Rio Grande Games,Hans im Glück Verlag,리오 그란데 게임즈",2,,,,,,12,,,,,,,,,,,,,,,,,,,,El_Grande,,,Q1324206,El_Grande
,Elasund,,,"Klaus Teuber,كلاوس توبر,クラウス・トイバー,Тойбер, Клаус (разработчик игр)",,"Mayfair Games,Kosmos (publisher),Franckh-Kosmos,Verlagsanstalt Kosmos,Kosmos (entreprise)",2,,,,,,,,,,,,,,,,,,,,,,,,,,Elasund,,,Q223056,Elasund
,Eldarad: The Lost City,1990,,"Chris Watson,كريس واتسون,Chris Watson (homme politique),Chris Watson (politico),クリス・ワトソン,John Christian Watson,Уотсон, Крис,Кріс Вотсон,克里斯·沃森",,"Avalon Hill,アバロンヒル",,,,,,,,,,,,,,,,,,,,,,,,,,,Eldarad:_The_Lost_City,,,,Eldarad:_The_Lost_City
,Elder Sign (card game),2011,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Elder_Sign_(card_game),,,Q5353956,Elder_Sign_(card_game)
,Eldritch Horror,,,,,Fantasy Flight Games,1,,,,,,14,,,,,,,,,,,,,,,,,,,,Eldritch_Horror,,,,Eldritch_Horror
,Electric football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric_football,,,,Electric_football
,Elementeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elementeo,,,Q5358917,Elementeo
,Eleusis (card game),,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Eleusis_(card_game),,,Q905339,Eleusis_(card_game)
,Elevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elevens,,,Q5359790,Elevens
,Elfenland,,,"Alan R. Moon,ألان ر. مون,アラン・ムーン",,"Amigo Spiele,Rio Grande Games,Amigo (Spieleverlag),리오 그란데 게임즈",2,,,,,,10,,,,,,,,,,,,,,,,,,,,Elfenland,,,Q1328502,Elfenland
,Elfern,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Elfern,,,Q981191,Elfern
,Elfquest (role-playing game),1984,,"Sandy Petersen,Steve Perrin,ساندي بيترسن,サンディ・ピーターセン,桑迪·皮特森,ستيف بيرين (مصمم لعب تقمص أدوار),Перрин, Стивен",,"Chaosium,ケイオシアム,混沌元素",,,,,,,,,,,,,,,,,,,,,,,,,,,Elfquest_(role-playing_game),,,Q3050832,Elfquest_(role-playing_game)
,Elimination Blackjack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elimination_Blackjack,,,Q5361054,Elimination_Blackjack
,Elite (video game),,,,,"Telecomsoft,Acornsoft,Imagineer (Japanese company),Imagineer (empresa),Imagineer (perusahaan Jepang),Imagineer (entreprise),イマジニア,Imagineer",,,,,,,,,,,,,,,,,,,,,,,,,,,Elite_(video_game),,,Q55815,Elite_(video_game)
,Elizabeth Magie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth_Magie,,,,Elizabeth_Magie
,Elric: Battle at the End of Time,,,"Greg Stafford,Charlie Krank,غريغ ستافورد,グレッグ・スタフォード",,"Chaosium,ケイオシアム,混沌元素",,,,,,,,,,,,,,,,,,,,,,,,,,,Elric:_Battle_at_the_End_of_Time,,,,Elric:_Battle_at_the_End_of_Time
,Embassy Chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embassy_Chess,,,,Embassy_Chess
,Emer (Shadow World),1987,,Terry K. Amthor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emer_(Shadow_World),,,Q5370379,Emer_(Shadow_World)
,Emergo (board game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emergo_(board_game),,,Q5370798,Emergo_(board_game)
,Emperor (solitaire),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emperor_(solitaire),,,Q5373866,Emperor_(solitaire)
,Empire (miniatures game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empire_(miniatures_game),,,,Empire_(miniatures_game)
,Empire Builder (board game),,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Empire_Builder_(board_game),,,Q5374046,Empire_Builder_(board_game)
,Empire of the Petal Throne,1974,,"M. A. R. Barker,إم. أي. آر. باركر,Muhammad Abd-Al-Rahman Barker,Muhammad Abd-el-Rahman Barker,Muhammad Abd-al-Rahman Barker",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empire_of_the_Petal_Throne,,,,Empire_of_the_Petal_Throne
,Empire of the Rising Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empire_of_the_Rising_Sun,,,Q5374215,Empire_of_the_Rising_Sun
,Empires in Arms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empires_in_Arms,,,Q5374226,Empires_in_Arms
,Empires of the Middle Ages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empires_of_the_Middle_Ages,,,Q5374232,Empires_of_the_Middle_Ages
,En Garde!,1975,,"Frank Chadwick,Loren Wiseman,John Harshman,لورين وايزمان",,,,,,,,,,,,,,,,,,,,,,,,,,,,,En_Garde!,,,Q3012287,En_Garde!
,En Gehé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,En_Gehé,,,Q1093606,En_Gehé
,Enchanted Forest (game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enchanted_Forest_(game),,,Q1396737,Enchanted_Forest_(game)
,Enchanted Palace,1994,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,Enchanted_Palace,,,,Enchanted_Palace
,Ender's Game (film),,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Ender's_Game_(film),,,Q1758112,Ender's_Game_(film)
,Ender's Game Battle School,,,,,Cryptozoic Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,Ender's_Game_(film)__Ender's_Game_Battle_School__1,,,,
,Enemy in Sight (card game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy_in_Sight_(card_game),,,Q5376796,Enemy_in_Sight_(card_game)
,Engel (role-playing game),2002,,,,"Sword and Sorcery Studios,劍與魔法 (遊戲)",,,,,,,,,,,,,,,,,,,,,,,,,,,Engel_(role-playing_game),,,Q1341776,Engel_(role-playing_game)
,English draughts,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,English_draughts,,,Q1293,English_draughts
,Entdecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entdecker,,,Q1219090,Entdecker
,Entropy (1977 board game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entropy_(1977_board_game),,,Q5380791,Entropy_(1977_board_game)
,Entropy (1994 board game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entropy_(1994_board_game),,,Q16937993,Entropy_(1994_board_game)
,Eon (role-playing game),1996,,Petter Nallo,,Neogames,,,,,,,,,,,,,,,,,,,,,,,,,,,Eon_(role-playing_game),,,Q5381813,Eon_(role-playing_game)
,Epaminondas (game),1975,,"Robert Abbott (game designer),Robert Abbott",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Epaminondas_(game),,,Q1060669,Epaminondas_(game)
,Epic (game),,,Jervis Johnson,,"Games Workshop,ゲームズワークショップ,게임 워크숍",2,,,,,,12,,,,,,,,,,,,,,,,,,,,Epic_(game),,,Q1346928,Epic_(game)
19619,Epic Battles,,,,,Score Entertainment,2,,,,,,,,,,,,,,,,,,,,,,,,,,Epic_Battles,,,Q5382441,Epic_Battles
,Equate (game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equate_(game),,,Q5384226,Equate_(game)
,Eralash (card game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eralash_(card_game),,,Q3417800,Eralash_(card_game)
,Escalado,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Escalado,,,Q5396803,Escalado
,Escape Velocity Nova,,,,,Ambrosia Software,,,,,,,,,,,,,,,,,,,,,,,,,,,Escape_Velocity_Nova,,,Q4038212,Escape_Velocity_Nova
,Escape from Atlantis,,,,,"Parker Brothers,Parker (éditeur),パーカー・ブラザーズ,파커 브라더스",2,,,,,,,,,,,,,,,,,,,,,,,,,,Escape_from_Atlantis,,,Q267042,Escape_from_Atlantis
,Escape from Colditz,44,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Escape_from_Colditz,,,Q2389288,Escape_from_Colditz
,Escape from New York (game),,,"Harold Johnson (game designer),David Cook (game designer),Harold Johnson (designer de jogos),David Cook (concepteur de jeux),デイヴィッド・クック,David Cook (autore di giochi),David Cook (designer de jogos)",,"TSR, Inc.,Tactical Studies Rules,TSR (entreprise),TSR (ゲーム出版社),TSR (公司)",2,,,,,,,,,,,,,,,,,,,,,,,,,,Escape_from_New_York_(game),,,,Escape_from_New_York_(game)
,Escoba,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Escoba,,,Q5059963,Escoba
,Eternity puzzle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eternity_puzzle,,,Q1371069,Eternity_puzzle
,EuroShogi,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,EuroShogi,,,Q5192239,EuroShogi
,Eurocracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurocracy,,,Q5411746,Eurocracy
,Eurogame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurogame,,,Q788553,Eurogame
,Europa (wargame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europa_(wargame),,,Q5412030,Europa_(wargame)
,Europa 1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europa_1400,,,,Europa_1400
,Europa Universalis (board game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europa_Universalis_(board_game),,,Q1377685,Europa_Universalis_(board_game)
,Europe Engulfed,,,,,,2,,,,,,12,,,,,,,,,,,,,,,,,,,,Europe_Engulfed,,,Q5412155,Europe_Engulfed
,Eve: The Second Genesis,,,,,"CCP Games,White Wolf Publishing,CCP (entreprise),White Wolf, Inc,White Wolf,화이트 울프 퍼블리싱",2,,,,,,,,,,,,,,,,,,,,,,,,,,Eve:_The_Second_Genesis,,,Q1276363,Eve:_The_Second_Genesis
,Eve Online,,,,,"Atari,Simon & Schuster,آتاري,Atari (enpresa),アタリ (企業),아타리,Atari (amerykańskie przedsiębiorstwo),雅達利,سايمون وشوستر,サイモン&シュスター,사이먼 & 슈스터,西蒙與舒斯特",,,,,,,,,,,,,,,,,,,,,,,,,,,Eve_Online,,,Q336177,Eve_Online
,EverQuest Role-Playing Game,,,Owen K.C. Stephens,,"Sword and Sorcery Studios,劍與魔法 (遊戲)",,,,,,,,,,,,,,,,,,,,,,,,,,,EverQuest_Role-Playing_Game,,,Q5416833,EverQuest_Role-Playing_Game
,Everdell,2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Everdell,,,,Everdell
,Evergreen Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evergreen_Game,,,Q936161,Evergreen_Game
,Everway,1995,,"Jonathan Tweet,ジョナサン・トゥイート",,"Wizards of the Coast,ウィザーズ・オブ・ザ・コースト,워저드 오브 더 코스트,威世智",,,,,,,,,,,,,,,,,,,,,,,,,,,Everway,,,Q1382204,Everway
,Every Party,,,,,"Xbox Game Studios,إكس بوكس غيم ستوديوز,엑스박스 게임 스튜디오,Xbox游戏工作室",,,,,,,,,,,,,,,,,,,,,,,,,,,Every_Party,,,Q5231191,Every_Party
,Evo (board game),,,,,,3,,,,,,12,,,,,,,,,,,,,,,,,,,,Evo_(board_game),,,Q3061638,Evo_(board_game)
151985,Evolution: Random Mutations,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Evolution:_Random_Mutations,,,,Evolution:_Random_Mutations
130196,Evolution: The Origin of Species,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Evolution:_The_Origin_of_Species,,,Q4529713,Evolution:_The_Origin_of_Species
,Ex Libris (game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ex_Libris_(game),,,Q5419155,Ex_Libris_(game)
,Ex Machina (role-playing game),,,"Jenna K. Moran,جينا ك. موران,R. Sean Borgstrom",,Guardians of Order,,,,,,,,,,,,,,,,,,,,,,,,,,,Ex_Machina_(role-playing_game),,,Q385195,Ex_Machina_(role-playing_game)
47475,Ex illis,2009,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Ex_illis,,,,Ex_illis
,Exalted,2001,,"Geoffrey C. Grabowski,Justin Achilli,Steve Wieck,Exalted,Robert Hatch,Exaltado,Exaltés,擢颂",,"White Wolf Publishing,White Wolf, Inc,White Wolf,화이트 울프 퍼블리싱",,,,,,,12,,,,,,,,,,,,,,,,,,,,Exalted,,,Q5467,Exalted
,Existensminimum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Existensminimum,,,Q5420351,Existensminimum
,Exodus (role-playing game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exodus_(role-playing_game),,,Q5420550,Exodus_(role-playing_game)
,Expansion pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expansion_pack,,,Q209163,Expansion_pack
,Experiment (game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Experiment_(game),,,Q2502458,Experiment_(game)
,Exploding Kittens,,,Elan Lee,,The Oatmeal,2,,,,,,,,,,,,,,,,,,,,,,,,,,Exploding_Kittens,,,,Exploding_Kittens
5166,Express Monopoly,,,,,"Parker Brothers,Parker (éditeur),パーカー・ブラザーズ,파커 브라더스",2,,,,,,,,,,,,,,,,,,,,,,,,,,Express_Monopoly,,,Q5421670,Express_Monopoly
,Exquisite corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exquisite_corpse,,,Q691389,Exquisite_corpse
,Extinction chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extinction_chess,,,Q5422083,Extinction_chess
,Eye Know (game),,,,,,2,,,,,,14,,,,,,,,,,,,,,,,,,,,Eye_Know_(game),,,Q3062744,Eye_Know_(game)
,F.A.T.A.L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F.A.T.A.L.,,,,F.A.T.A.L.
,FIFA Manager,,,,,"EA Sports,إي أيه سبورتس,EAスポーツ,EA 스포츠",,,,,,,,,,,,,,,,,,,,,,,,,,,FIFA_Manager,,,Q428323,FIFA_Manager
,FITS (board game),,,"Reiner Knizia,ライナー・クニツィア,라이너 크니치아",,Ravensburger,1,,,,,,10,,,,,,,,,,,,,,,,,,,,FITS_(board_game),,,Q5425974,FITS_(board_game)
,FTL:2448,1982,,Richard Tucholka,,Tri Tac Games,,,,,,,,,,,,,,,,,,,,,,,,,,,FTL:2448,,,Q5427200,FTL:2448
,Fable II,,,"Peter Molyneux,بيتر مولينيو,ピーター・モリニュー,Молиньё, Питер,Пітер Моліньє,彼得·莫利纽兹",,"Xbox Game Studios,إكس بوكس غيم ستوديوز,엑스박스 게임 스튜디오,Xbox游戏工作室",,,,,,,,,,,,,,,,,,,,,,,,,,,Fable_II,,,Q984024,Fable_II
,Fable III,,,"Peter Molyneux,بيتر مولينيو,ピーター・モリニュー,Молиньё, Питер,Пітер Моліньє,彼得·莫利纽兹",,"Xbox Game Studios,إكس بوكس غيم ستوديوز,엑스박스 게임 스튜디오,Xbox游戏工作室",,,,,,,,,,,,,,,,,,,,,,,,,,,Fable_III,,,Q973159,Fable_III
,Fable II Pub Games,,,,,"Xbox Game Studios,إكس بوكس غيم ستوديوز,엑스박스 게임 스튜디오,Xbox游戏工作室",,,,,,,,,,,,,,,,,,,,,,,,,,,Fable_II_Pub_Games,,,Q5427927,Fable_II_Pub_Games
,Fading Suns,1996,,"Andrew Greenberg,Bill Bridges (game designer)",,Holistic Design,,,,,,,,,,,,,,,,,,,,,,,,,,,Fading_Suns,,,Q1034734,Fading_Suns
,Faerie Solitaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faerie_Solitaire,,,Q5429322,Faerie_Solitaire
,Fairy Godmother Tycoon,,,,,"Electronic Arts,إلكترونيك آرتس,エレクトロニック・アーツ,일렉트로닉 아츠,艺电",,,,,,,,,,,,,,,,,,,,,,,,,,,Fairy_Godmother_Tycoon,,,Q5430958,Fairy_Godmother_Tycoon
,Fairy Meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairy_Meat,,,Q5430976,Fairy_Meat
13823,Fairy Tale (game),,,Satoshi Nakamura,,Z-Man Games,2,,,,,,,,,,,,,,,,,,,,,,,,,,Fairy_Tale_(game),,,Q5430991,Fairy_Tale_(game)
,Falcon-Hunter Chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Falcon-Hunter_Chess,,,,Falcon-Hunter_Chess
,Fall of London,,,,,Modiphius Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,Fall_of_London,,,,Fall_of_London
,Fallen Empires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fallen_Empires,,,Q3064776,Fallen_Empires
,Falling (game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Falling_(game),,,Q5432301,Falling_(game)
,Fallout (series),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fallout_(series),,,Q167835,Fallout_(series)
,Fallout 3,,,Emil Pagliarulo,,"Bethesda Softworks,بيثيسدا سوفت ووركس,ベセスダ・ソフトワークス,베데스다 소프트웍스,贝塞斯达软件",,,,,,,,,,,,,,,,,,,,,,,,,,,Fallout_3,,,Q221164,Fallout_3
,Familienbande,,,Leo Colovini,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Familienbande,,,Q5432969,Familienbande
170,Family Business (game),,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Family_Business_(game),,,Q5433060,Family_Business_(game)
,Fan-Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fan-Tan,,,Q572433,Fan-Tan
,Fangqi,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Fangqi,,,Q777361,Fangqi
,"Fanhunter, el juego de rol épicodecadente",1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fanhunter,_el_juego_de_rol_épicodecadente",,,Q2905432,"Fanhunter,_el_juego_de_rol_épicodecadente"
,Fanorona,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Fanorona,,,Q1395834,Fanorona
,Fantasy Adventures,,,Bill Fawcett (writer),,Mayfair Games,2,,,,,,,,,,,,,,,,,,,,,,,,,,Fantasy_Adventures,,,,Fantasy_Adventures
,Fantasy Hero,2003,,Steven S. Long,,Hero Games,,,,,,,,,,,,,,,,,,,,,,,,,,,Fantasy_Hero,,,Q5434300,Fantasy_Hero
