bgg_id,name,year,game_type,designer,artist,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,category,mechanic,cooperative,compilation,compilation_of,family,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id
,Monopoly: Dragon Ball Super,2020,,,,"id,name,url,num_games,score,game,images",2,6,,,,,8,,60,120,,mGBzR68m8Z,,,,,,,,,,,,,,05sYpgsuq9,,,,,
,Masmorra: Dungeons of Arcadia - Promo Dice Set,2016,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,5,,,,,13,,20,45,v4SfYtS2Lr,"R0bGq4cAl4,U3zhCQH7Et,T8JEFYwoqy,XM2FYZmBHH",,,,,,,,6,3.3333333333333335,,,,,06J5nkYAvF,,,,,
,Monopoly: Despicable Me,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,"N0TkEGfEsF,7rV11PKqME",,,,,,,,,,,,,,,074t93iJ4c,,,,,
,Elixir,1997,,,,"id,name,url,num_games,score,game,images",3,8,,,,,10,,60,60,eX8uuNlQkQ,,,,,,,,,6,2.6666666666666665,,,,,09Y0F9mVyk,,,,,
,TANKS: The Modern Age - West German Dice Set,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,0A3bimrjQA,,,,,
,Wingspan: Upgrade Kit (105 pcs),,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,0ByWxzPxzQ,,,,,
,Vindication: Leaders & Alliances,2019,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,5,,,,,13,,45,150,v4SfYtS2Lr,,,,,,,,,8,3.875,,,,,0CsxOpAzfC,,,,,
,Savage Realms Citadel,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,0D2sLN32td,,,,,
,Tiny Epic Kingdoms: Character Meeple - Valkyrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ECa2NSkDe,,,,,
,Tiny Epic Dinosaurs: Playmat,2020,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,0H2mG3ICFb,,,,,
,"Borodino: Battle of the Moskova, 1812",,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,0HG3Y333ex,,,,,
,PRO 100+ Deck Box: Rick and Morty V2,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,Sod2YBWMKi,,,,,,,,,,,,,,,0LFnEW2lyo,,,,,
,Monster Scenery: Metropolis,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,0MRlaHveq9,,,,,
,Warhammer Quest: Shadows Over Hammerhal,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,0NJbx1DT9k,,,,,
,Axis & Allies,,,,,"id,name,url,num_games,score,game,images",2,2,,,,,12,,90,90,,,,,,,,,,80,2.9000000000000004,,,,,0Z20rVZ9GQ,,,,,
,All Things Zombie,2009,,,,"id,name,url,num_games,score,game,images",1,6,,,,,12,,40,40,FmGV9rVu1c,"oeg6wN9Eoc,R0bGq4cAl4",,,,,,,,3,2.6666666666666665,,,,,0Z28loAuhV,,,,,
,7 Wonders: Playmat,2014,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,0asMCHUmJS,,,,,
,Foot / Movement Bits,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,0ielGz3zha,,,,,
,Dungeon Master's Token Set (D&D 4E),,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,2Gu62aKdma,,,,,,,,,,,,,,,0mvw7f20wS,,,,,
,Amazon Warriors: 3D Printable Miniatures STL files,,,,,,,,,,,,,,,,"rrvd68LjOR,FC6ElKI9tk",,,,,,,,,,,,,,,0rbDLbTyII,,,,,
,Survive a Nightmare,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,0rwVHofXaA,,,,,
,Star Wars: The Card Game - Join Us or Die Force Pack,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,"eX8uuNlQkQ,Sod2YBWMKi",,,,,,,,,1,4.0,,,,,0tx9qn8GmO,,,,,
,Infinity Gauntlet: A Love Letter Game,2020,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,6,,,,,10,,15,15,,,,,,,,,,9,4.194444444444445,,,,,0tz48Be8VY,,,,,
,Doomtown: Reloaded – Faith and Fear,2015,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,0yiagKPqjq,,,,,
,The Dangerous Book for Boys Card Game,2008,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",1,,,,,,,,,,eX8uuNlQkQ,,,,,,,,,,,,,,,12ABELNHVe,,,,,
,Card Sleeves: Mayday 65 x 100mm Blue Backed,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,14e8supEjK,,,,,
,Wings of Glory: World War 2 - Supermarine Spitfire Mk.I,2017,,,,"name,id,url,num_games,score,game,images",2,12,,,,,10,,30,60,v4SfYtS2Lr,,,,,,,,,,,,,,,14j6eEwr6j,,,,,
,Bestiary Vol #3 - 3D Printable Models,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,17YZUSL8oO,,,,,
,Guess Who? Mix 'n Mash,2010,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,4,,,,,8,,30,30,,GsNGxZFNCK,,,,,,,,,,,,,,1EtFsVMBJE,,,,,
,Card Sleeves: KMC Hyper Mat Mini - Green,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,1F5UIr0aeI,,,,,
,Overlord: A Boss Monster Adventure,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,1FX45DaTph,,,,,
,Zombie Grandma - Character Meeple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1Hf7nhMho8,,,,,
,Card Sleeves: Ultra PRO Soft Sleeves / Penny Sleeves,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,1IHJdiOI5X,,,,,
,Triology,1994,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,8,,60,60,,lA3KUtVFCy,,,,,,,,1,4.0,,,,,1P7DepAvnZ,,,,,
,Pathfinder Adventure Card Game: Wrath of the Righteous Character Add-On Deck,,,,,"name,id,url,num_games,score,game,images",1,6,,,,,13,,90,120,"eX8uuNlQkQ,v4SfYtS2Lr",,,,,,,,,1,5.0,,,,,1PAvAq3ZPc,,,,,
,Wood/Lumber Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1QQUemmD7P,,,,,
,Polyhedral Dice (Set of 7): Metal Rainbow with Blue Enamel,,,,,,,,,,,,,,,,mavSOM8vjH,,,,,,,,,,,,,,,1XdEt6YbJ5,,,,,
,Star Wars: The Card Game - Galactic Ambitions Expansion,2016,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,2,,,,,10,,30,60,"eX8uuNlQkQ,v4SfYtS2Lr,Sod2YBWMKi",,,,,,,,,,,,,,,1YAFbZ2TKp,,,,,
,Android: Netrunner - Order and Chaos Expansion,2015,,,,"id,name,url,num_games,score,game,images",2,2,,,,,,,,,v4SfYtS2Lr,,,,,,,,,5,4.4,,,,,1cWjSAmFfn,,,,,
,Zombicide: Black Plague - Extra Tiles Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1h6FntPbdu,,,,,
,"Warhammer 40,000: Conquest - The Threat Beyond War Pack",2015,,,,"id,name,url,num_games,score,game,images",2,2,,,,,14,,30,60,,,,,,,,,,1,4.0,,,,,1lsP8TXR5W,,,,,
,What's It Gonna Take?,2011,,,,"name,id,url,num_games,score,game,images",4,99,,,,,13,,30,,,JYYdBW6UCE,,,,,,,,1,1.0,,,,,1oQ87hnXny,,,,,
,Final Fantasy Trading Card Game: Opus VII Pre-Release Kit,2018,,,,"name,id,url,num_games,score,game,images",2,2,,,,,13,,20,30,v4SfYtS2Lr,,,,,,,,,,,,,,,1peesWdmbG,,,,,
,Polyhedral Dice (Set of 7): 25mm Titan Dice - Nyx - Smoke Color with Gold Numbers,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,mavSOM8vjH,,,,,,,,,,,,,,,1qkofrOR9R,,,,,
,Electronic Dream Phone,1991,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",1,4,,,,,9,,20,20,,mGBzR68m8Z,,,,,,,,3,2.6666666666666665,,,,,1wbZv35r8b,,,,,
,Maximum Apocalypse RPG,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,1xrztuVBZF,,,,,
,Star Wars: Imperial Assault – Rebel Troopers Ally Pack,2015,,,,"id,name,url,num_games,score,game,images",2,5,,,,,14,,120,240,,,,,,,,,,3,3.6666666666666665,,,,,1y3VoQ5MhV,,,,,
,Dispatcher - Character Meeple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1yC5oGWLhA,,,,,
,Pokemon: Sun & Moon Lost Thunder Elite Trainer Box with Dividers Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22cse82ID8,,,,,
,Whats It to Ya? Card Game,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,eX8uuNlQkQ,,,,,,,,,,,,,,,2AHlaVpbxj,,,,,
,Disney Villainous: Perfectly Wretched,2020,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,3,,,,,10,,40,60,"eX8uuNlQkQ,ZTneo8TaIO,Sod2YBWMKi","WPytek5P8l,T8JEFYwoqy,XM2FYZmBHH",,,,,,,,12,4.5,,,,,2HhGtxbZCu,,,,,
,Petrichor: Honeybee Expansion,,,,,,1,4,,,,,14,,20,80,,,,,,,,,,1,4.0,,,,,2MYthmQhV0,,,,,
,Lawyer Up: Godfather,2021,,,,"id,name,url,num_games,score,game,images",2,2,,,,,13,,60,75,,,,,,,,,,,,,,,,2OQAYvWG0b,,,,,
,Phase 10 Masters Edition,2001,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,6,,,,,8,,120,120,eX8uuNlQkQ,,,,,,,,,3,2.6666666666666665,,,,,2V8YM6YSsu,,,,,
,Android: Netrunner - Opening Moves Data Pack,2013,,,,"id,name,url,num_games,score,game,images",2,2,,,,,14,,30,30,,,,,,,,,,4,4.5,,,,,2fOfzFzZAB,,,,,
,Card Sleeves: KMC Hyper Mat Mini - Clear,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,2fgFuT9Ycd,,,,,
,Gates of Delirium: Sacrificial Fire Mini Expansion,2019,,,,"id,name,url,num_games,score,game,images",2,4,,,,,,,45,45,v4SfYtS2Lr,,,,,,,,,,,,,,,2hdIxjIHVt,,,,,
,A Game of Thrones: The Card Game - The Pirates of Lys,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,"eX8uuNlQkQ,v4SfYtS2Lr",,,,,,,,,,,,,,,2lIAkSns4o,,,,,
,BEOWULF: Age of Heroes,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,2mRVPhBBbo,,,,,
,7-Spot Yott,1977,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",1,100,,,,,8,,,,,"R0bGq4cAl4,lA3KUtVFCy",,,,,,,,,,,,,,2p6L0Mila2,,,,,
,Android: Netrunner - Chrome City Data Pack,2015,,,,"id,name,url,num_games,score,game,images",2,2,,,,,14,,45,45,,,,,,,,,,,,,,,,2uLYqPcsYd,,,,,
,UBOOT: All Resin Pack,,,,,,1,4,,,,,12,,30,120,,,,,,,,,,,,,,,,2whHg3S4BI,,,,,
,Card Sleeves: BCW Deck Guards Double Matte Standard 66 x 91mm,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,31FajQBzTy,,,,,
,Medieval World 3D Printing (Part 3),,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,31JGBI8H8o,,,,,
,Card Sleeves: Ultra PRO Deck Protector Standard Red,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,3DXVIGfRq6,,,,,
,Arkham Horror: The Card Game - Upgrade Kit (147-Piece Set),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3FqmoLe2F8,,,,,
,Star Wars Imperial Assault: Lando Calrissian Ally Pack,,,,,"id,name,url,num_games,score,game,images",2,5,,,,,14,,120,240,"v4SfYtS2Lr,Sod2YBWMKi",,,,,,,,,1,5.0,,,,,3GQTxZGfjN,,,,,
,Tempus,2006,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",3,5,,,,,14,,60,120,,,,,,,,,,13,3.153846153846154,,,,,3HOUO1HdZa,,,,,
,3D Printable Alien Tau-Style Scenery for Tabletop Wargames,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,3SAIKzuoQa,,,,,
,Game of Thrones: The Trivia Game - Seasons 5-8 Expansion,2020,,,,"id,name,url,num_games,score,game,images",2,5,,,,,18,,30,60,v4SfYtS2Lr,,,,,,,,,,,,,,,3T4WeMJfuk,,,,,
,Traveller: Starter Edition,1983,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,2Gu62aKdma,,,,,,,,,,,,,,,3WlnOfcf7b,,,,,
,Monopoly: Pokemon,1995,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,6,,,,,8,,120,120,"N0TkEGfEsF,7rV11PKqME","BGrhzIN69D,mGBzR68m8Z,lA3KUtVFCy,AVY6EvSQTP",,,,,,,,3,2.0,,,,,3WnAdEnUZj,,,,,
,King of Tokyo: Heidelbärger Brockenbär (promo character),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3bQVusWxnw,,,,,
,Trains: Upgrade Kit (114 pcs),,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,3d4h5eSuRj,,,,,
,dabong!,2011,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,5,,,,,7,,15,15,eX8uuNlQkQ,WPytek5P8l,,,,,,,,,,,,,,3fAGjEFAAn,,,,,
,Chess,1475,,,,"id,num_games,score,game,url,images",2,2,,,,,6,,60,90,hBqZ3Ar4RJ,qu5BcGjAzk,,,,,,,,244,3.3403053567305463,,,,,3hnL2wtWnM,,,,,
,Fishy,1991,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",3,6,,,,,10,,30,30,,WPytek5P8l,,,,,,,,,,,,,,3lLpftp8wF,,,,,
,Stock Exchange Game,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,3vawzEaB5A,,,,,
,Engineer/Archaeologist - Character Meeple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3vmCbab5vF,,,,,
,A Game of Thrones: The Card Game - A King in the North,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,"eX8uuNlQkQ,Sod2YBWMKi",,,,,,,,,,,,,,,3ytx9iyhrR,,,,,
,Monopoly: McDonald's Happy Meal,2009,,,,"id,name,url,num_games,score,game,images",2,4,,,,,3,,30,30,"N0TkEGfEsF,7rV11PKqME",,,,,,,,,,,,,,,408FNdX9kW,,,,,
,Legendary Encounters: An Alien Deck Building Game,2014,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",1,5,,,,,17,,30,30,"eX8uuNlQkQ,ge8pIhEUGE,upXZ8vNfNO,cAIkk5aLdQ,Sod2YBWMKi,3B3QpKvXD3,VzyslQJGrG","iWODHwRGuU,9mNukNBxfZ,vZsDDAdOoe,GNtouC8NLm,BGrhzIN69D,XM2FYZmBHH",,,,,,,,126,3.753968253968254,,,,,40Qb0frFQo,,,,,
,Brick Bits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41p7QdpY09,,,,,
,Concordia & Navegador Mini Expansion,2016,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",,,,,,,,,,,v4SfYtS2Lr,,,,,,,,,,,,,,,469etSmhC8,,,,,
,Magic: The Gathering Deck Box - Divider Pack: Unstable Lands,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,46ctbur3fg,,,,,
,Azul: Collector's Tile Set 1,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,[],,,,,,,,,,,,,,,482m0ogEFN,,,,,
,Night of Man: Kickstarter Expansions,2015,,,,"id,name,url,num_games,score,game,images",2,2,,,,,,,60,60,v4SfYtS2Lr,"WPytek5P8l,XM2FYZmBHH",,,,,,,,,,,,,,4DEwYSSzJ5,,,,,
,Sentinels of the Multiverse: Rook City and Infernal Relics Expansion,,,,,"name,id,url,num_games,score,game,images",2,5,,,,,13,,30,45,v4SfYtS2Lr,,,,,,,,,12,3.9166666666666665,,,,,4JrAbOoOAf,,,,,
,Bravest Warriors Co-Operative Dice Game,2014,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",1,6,,,,,15,,30,30,,"9mNukNBxfZ,R0bGq4cAl4,XM2FYZmBHH",,,,,,,,2,1.5,,,,,4JrgHcFlVy,,,,,
,Carcassonne: The Messengers,2012,,,,"id,name,url,num_games,score,game,images",2,6,,,,,8,,,,v4SfYtS2Lr,,,,,,,,,14,3.285714285714286,,,,,4Ko3zRErVw,,,,,
,The Halls of Montezuma,2009,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,2,,,,,11,,240,300,,,,,,,,,,6,3.0,,,,,4LFbuHpGHW,,,,,
,Kharnage: Tricks and Mercenaries,2017,,,,"name,id,url,num_games,score,game,images",2,4,,,,,14,,20,30,v4SfYtS2Lr,,,,,,,,,,,,,,,4LSEus0ERZ,,,,,
,Pirates VS Cthulhu,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,4QLvwdewjy,,,,,
,Clue: Game of Thrones,2016,,,,"id,name,url,num_games,score,game,images",2,6,,,,,18,,30,60,"bCBXJy9qDw,7rV11PKqME,Sod2YBWMKi",r6yIFvyXDD,,,,,,,,,,,,,,4XbVza92q8,,,,,
,PitchCar Mini: Extension,2004,,,,"id,name,url,num_games,score,game,images",2,8,,,,,6,,30,42,,U3zhCQH7Et,,,,,,,,3,3.3333333333333335,,,,,4i3z75f8dq,,,,,
,Onitama: Sensei's Path,2017,,,,"id,name,url,num_games,score,game,images",2,2,,,,,8,,15,30,v4SfYtS2Lr,,,,,,,,,16,3.9374999999999996,,,,,4nUUlKGvCP,,,,,
,Myth: Blackwall Warrens,2016,,,,"name,id,url,num_games,score,game,images",2,5,,,,,12,,120,120,v4SfYtS2Lr,,,,,,,,,1,4.0,,,,,4ra92OkceQ,,,,,
,AEG Black Friday Black Box 2015,2015,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,1,3.0,,,,,4ttUgbXgCt,,,,,
,Pokémon Trading Card Game: Sun & Moon Lost Thunder - Prerelease Pack,,,,,,,,,,,,,,,,"eX8uuNlQkQ,vXxLT0FDTZ",,,,,,,,,,,,,,,4upHDqQiMQ,,,,,
,Codenames: Bystander Character Meeple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4vFg46qP2Z,,,,,
,The Lord of the Rings: The Card Game - Mount Gundabad Adventure Pack,2019,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",1,2,,,,,12,,30,60,"eX8uuNlQkQ,v4SfYtS2Lr,dO9HVl2TW7","9mNukNBxfZ,WPytek5P8l,XM2FYZmBHH",,,,,,,,,,,,,,4xKvZDSYSC,,,,,
,Grey Mini Meeples (12mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4zNRGjTC6K,,,,,
,Babushka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580D3mB0sV,,,,,
,A Game of Thrones: The Card Game (Second Edition) - The March on Winterfell Chapter Pack,2018,,,,"id,name,url,num_games,score,game,images",2,4,,,,,14,,60,120,"eX8uuNlQkQ,v4SfYtS2Lr",,,,,,,,,1,5.0,,,,,58wafkNFik,,,,,
,Petrichor: Cows,2021,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,4,,,,,14,,20,80,,,,,,,,,,,,,,,,59zoT9GA4h,,,,,
,Star Wars Armada: Imperial Fighter Squadrons II Expansion Pack,,,,,"id,name,url,num_games,score,game,images",2,2,,,,,14,,120,180,"v4SfYtS2Lr,Sod2YBWMKi",,,,,,,,,2,4.5,,,,,5HEr98uQCE,,,,,
,Fantastic Adventures: Ruins of the Grendleroot for 5e,2019,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",,,,,,,,,,,"rrvd68LjOR,2Gu62aKdma",,,,,,,,,,,,,,,5HRKOxryKf,,,,,
,Firefly: The Game - Pirates & Bounty Hunters,2014,,,,"id,name,url,num_games,score,game,images",1,4,,,,,13,,120,180,v4SfYtS2Lr,,,,,,,,,12,3.916666666666667,,,,,5IlTDxejVV,,,,,
,Madcap Marathon,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,5KJr4vkcOB,,,,,
,Burger Queenie Escape Deck,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,5Lj3rsGhmJ,,,,,
,Pantheon,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,"a8NM5cugJX,MHkqIVxwtx","iWODHwRGuU,WPytek5P8l,ohABM4GjbC,lA3KUtVFCy,XM2FYZmBHH",,,,,,,,10,3.5999999999999996,,,,,5MiF1yJSGG,,,,,
,"Velvet Folding Dice Tray 10""x10"" Green",,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,5QrcV44DUX,,,,,
,Feudal,1967,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,6,,,,,10,,90,90,,qu5BcGjAzk,,,,,,,,13,2.6923076923076916,,,,,5WtSza7eQu,,,,,
,Card Sleeves: Legion - Sad Panda,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,5YpExu3c9F,,,,,
,A Game of Thrones: The Card Game - Forgotten Fellowship Chapter Pack,2013,,,,"id,name,url,num_games,score,game,images",2,2,,,,,14,,60,60,"eX8uuNlQkQ,v4SfYtS2Lr",,,,,,,,,,,,,,,5aU9jJBCfH,,,,,
,Talisman: Star Wars,2020,,,,"id,name,url,num_games,score,game,images",2,6,,,,,13,,90,120,Sod2YBWMKi,,,,,,,,,,,,,,,5kP3h4O1jr,,,,,
,The Lord of the Rings: The Card Game - The Wastes of Eriador,2015,,,,"name,id,url,num_games,score,game,images",1,2,,,,,14,,30,30,v4SfYtS2Lr,,,,,,,,,,,,,,,5qYbDNWeWL,,,,,
,Vaesen,2019,,,,"id,num_games,score,game,url,images",,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,5qmurxgmvv,,,,,
,Spool Tower,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,5vava0qWlj,,,,,
,X-Men: Mutant Revolution,2015,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",3,4,,,,,14,,120,180,,,,,,,,,,2,3.5,,,,,64iBxMRHEx,,,,,
,PitchCar Extension: Cars Expansion,2018,,,,"name,id,url,num_games,score,game,images",2,12,,,,,6,,30,30,,,,,,,,,,1,4.0,,,,,6CH7BeXfEt,,,,,
,Gopher Broke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6GF1RrfttI,,,,,
,Project Z: Motorbike Gang,2016,,,,"name,id,url,num_games,score,game,images",1,3,,,,,,,30,90,,,,,,,,,,1,4.0,,,,,6I0qYv9XeF,,,,,
,Deathwatch RPG: Core Rulebook,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,6PCpOTUPk1,,,,,
,Aeon's End: Shattered Dreams,2019,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",1,4,,,,,14,,60,60,v4SfYtS2Lr,,,,,,,,,3,4.333333333333333,,,,,6QRrwcQHw7,,,,,
,Worm Party,2017,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,5,,20,20,,,,,,,,,,,,,,,,6TG2NQ4NEM,,,,,
,Girl Genius Jagermonsters Poker Deck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6Upy2VZs7z,,,,,
,King of Tokyo/King of New York: X-Smash Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6XLRph7jP4,,,,,
,Warhammer Age of Sigmar: Champions - Metal Alliance Tokens,,,,,,2,2,,,,,13,,30,60,,,,,,,,,,,,,,,,6YGH5KDIrI,,,,,
,Monumental: African Empires,2021,,,,,1,5,,,,,14,,90,120,rrvd68LjOR,,,,,,,,,,,,,,,6ZbGNubqCO,,,,,
,"Box Bands 4"" (Set of 5)",,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,6bMGm45gZE,,,,,
,Star Wars X-Wing: Scum Maneuver Dial Upgrade Kit,,,,,"name,id,url,num_games,score,game,images",2,2,,,,,14,,24,120,"v4SfYtS2Lr,Sod2YBWMKi",,,,,,,,,,,,,,,6rMlZpk4MY,,,,,
,Star Wars: Legion - B2 Super Battle Droids Unit Expansion,2020,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,2,,,,,14,,60,120,"v4SfYtS2Lr,Sod2YBWMKi",,,,,,,,,,,,,,,6xKfH64B4Q,,,,,
,Transparent Acrylic Meeples 16mm (10pcs): Lime Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6yVo98wIjJ,,,,,
,Inn between Worlds,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,71NqH11tcH,,,,,
,Runewars Miniatures Game: Spined Threshers Unit Expansion,2017,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,14,,60,120,v4SfYtS2Lr,,,,,,,,,,,,,,,73eIj1MaV0,,,,,
,Apples To Apples: Party Box Expansion 1,2003,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,v4SfYtS2Lr,,,,,,,,,3,2.6666666666666665,,,,,75h0OvwEmE,,,,,
,KeyForge: Aries Deck Box - Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7AVJu97y3O,,,,,
,Kingdomino: Dark Castle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7AstAyR8fB,,,,,
,Slave Hunters: Chaos Dwarf Fantasy Football Team,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,7CLnDaBIJZ,,,,,
,Submarine,2004,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,5,,,,,10,,45,45,,,,,,,,,,2,2.0,,,,,7CrjfBQ6ep,,,,,
,Hero Realms: Legion Cardbox and Captain Koska Promo Card,2017,,,,"id,name,url,num_games,score,game,images",2,4,,,,,12,,20,30,v4SfYtS2Lr,,,,,,,,,2,4.5,,,,,7D1b3VA8tE,,,,,
,Star Wars: The Card Game - Draw Their Fire Force Pack,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,"v4SfYtS2Lr,Sod2YBWMKi",,,,,,,,,1,4.0,,,,,7Gk7QwChzp,,,,,
,Star Wars Armada: Profundity Expansion Pack,,,,,"id,name,url,num_games,score,game,images",2,2,,,,,14,,120,180,"v4SfYtS2Lr,Sod2YBWMKi",,,,,,,,,1,4.0,,,,,7GzEjk4ORJ,,,,,
