bgg_id,name,year,game_type,designer,artist,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,category,mechanic,cooperative,compilation,compilation_of,family,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id
,Apples to Apples to Go,2007,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",4,8,,,,,12,,30,30,,WPytek5P8l,,,,,,,,4,2.25,,,,,7HGBxQnwHQ,,,,,
,Commands & Colors: Napoleonics,2010,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,14,,90,90,,,,,,,,,,26,3.6506410256410255,,,,,7HHh4QEldu,,,,,
,Rival Realms: Far Frontiers Expansion,2018,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,2,,,,,10,,20,30,,,,,,,,,,2,3.5,,,,,7IXhK3UQQX,,,,,
,Starcadia Quest: Showdown,2020,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,4,,,,,13,,30,90,v4SfYtS2Lr,,,,,,,,,,,,,,,7JiUoMFy0L,,,,,
,This War of Mine: Boardgame Room,2018,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",1,6,,,,,18,,45,120,v4SfYtS2Lr,,,,,,,,,,,,,,,7M1ECBh3kI,,,,,
,Character Chronicle: Storage with a Story,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,7aD6Ip2vWs,,,,,
,Hoplomachus: Premium Health Chips,2015,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,7fsOTAXDuZ,,,,,
,Arkham Horror: Pre-painted Miniature - Rita Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7hd9nf7Wq7,,,,,
,Pylos,1994,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,8,,10,10,,"WPytek5P8l,9YdRn9J9oZ",,,,,,,,20,3.1499999999999995,,,,,7iiD8v0gJG,,,,,
,Apples to Apples Adventurous Snack Pack Add-On Card Game,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,eX8uuNlQkQ,,,,,,,,,2,3.5,,,,,7jL3h3Itgz,,,,,
,Going Nutz,1993,,,,"id,name,url,num_games,score,game,images",2,8,,,,,10,,45,45,,,,,,,,,,,,,,,,7jdX1112u3,,,,,
,Saved by the Bell Game,2010,,,,"name,id,url,num_games,score,game,images",2,4,,,,,8,,,,,,,,,,,,,,,,,,,7pPHQHPBIY,,,,,
,Warhammer Quest: Silver Tower,2016,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,14,,60,120,,"9mNukNBxfZ,R0bGq4cAl4,U3zhCQH7Et,EVeAdboGUA,GUoWg3Mfh5,XM2FYZmBHH",,,,,,,,5,3.4,,,,,7qqEDBpYAx,,,,,
,Subatomic: Custom Metal Energy Coins,,,,,"id,name,url,num_games,score,game,images",2,4,,,,,10,,40,60,,,,,,,,,,,,,,,,7xKFLEAvwK,,,,,
,Modular Castle System,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,80mHje5h5E,,,,,
,Zombies!!!: Bag o' Babes!!!,2007,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,82E1lz6AD4,,,,,
,Viticulture: T-shirt Stonemaier Vineyard Cardinal Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86BiYNSAUA,,,,,
,Master Europa 108: Red Army,,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,,,3600,3600,,,,,,,,,,,,,,,,86iDN4k02F,,,,,
,Munchkin Booty 2: Jump the Shark,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,v4SfYtS2Lr,"R0bGq4cAl4,AVY6EvSQTP,XM2FYZmBHH",,,,,,,,6,3.3333333333333335,,,,,89TACBVkaf,,,,,
,7 Wonders: Card Sleeves Ultimate Guard Premium 67 x 103mm,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,8N3hO2sD7C,,,,,
,Munchkin: Plutonium Dragon Dice Pouch,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,8SXgMXrOzP,,,,,
,Path of the Vanished: A 5e & B/X RPG Campaign!,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,8dCJKFpEpX,,,,,
,Deus: Egypt,,,,,"id,name,url,num_games,score,game,images",2,4,,,,,12,,60,90,v4SfYtS2Lr,,,,,,,,,3,3.6666666666666665,,,,,8j8u1wcEBl,,,,,
,"Mythological Monsters & Scenery, 3D Printable STL Miniatures",,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,8m6GMyyHE1,,,,,
,Winged Death: Undead Miniatures,,,,,,,,,,,,,,,,"rrvd68LjOR,FC6ElKI9tk",,,,,,,,,,,,,,,8qJjQAbwdi,,,,,
,Star Wars: The Card Game - Evasive Maneuvers Force Pack,2015,,,,"id,name,url,num_games,score,game,images",2,2,,,,,10,,30,30,"eX8uuNlQkQ,v4SfYtS2Lr,Sod2YBWMKi",,,,,,,,,1,4.0,,,,,8ug7n6yU0s,,,,,
,KeyForge: Gemini Deck Box - Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91ZBP0kHXS,,,,,
,A Song of Ice & Fire: Tabletop Miniatures Game - Lannister Heroes II,2019,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,2,,,,,14,,45,60,,,,,,,,,,,,,,,,93DSrvaaEO,,,,,
,Four Against Mars,2020,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,1,,,,,,,30,60,,,,,,,,,,,,,,,,93HzX2QeeC,,,,,
,DC Comics Deck-Building Game: Crisis Expansion Pack 2,2015,,,,"id,name,url,num_games,score,game,images",2,5,,,,,15,,45,60,v4SfYtS2Lr,,,,,,,,,7,3.142857142857143,,,,,95BEp4gRj9,,,,,
,Android: Netrunner - Kala Ghoda Data Pack,2016,,,,"id,name,url,num_games,score,game,images",2,2,,,,,14,,45,45,,,,,,,,,,1,5.0,,,,,9CG2WZSVRu,,,,,
,Bad Guy Nonsense,,,,,,2,4,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,9PFBHVKFGq,,,,,
,Earthdawn 4th Edition: Empty Thrones,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,"rrvd68LjOR,2Gu62aKdma",,,,,,,,,,,,,,,9QEABinHyo,,,,,
,Arkham Horror: Pre-painted Miniature - God of the Bloody Tongue (Set 2),,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,9RKVt4JPrd,,,,,
,HOP!,2016,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",3,6,,,,,6,,30,30,,"3tuJiW3pps,GNtouC8NLm",,,,,,,,6,2.1666666666666665,,,,,9WOrlmemoE,,,,,
,Marvel: Crisis Protocol - Thanos,2020,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,2,,,,,14,,45,45,v4SfYtS2Lr,,,,,,,,,,,,,,,9Z6f6XLIm9,,,,,
,Book of Monstrous Might (D&D 5E),,,,,,,,,,,,,,,,"rrvd68LjOR,2Gu62aKdma",,,,,,,,,,,,,,,9gKIUgrucC,,,,,
,"Monopoly: Warhammer 40,000",2018,,,,"id,name,url,num_games,score,game,images",2,6,,,,,6,,120,180,"N0TkEGfEsF,7rV11PKqME",,,,,,,,,,,,,,,9jJEn7h37T,,,,,
,Santa Cruz,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,6,2.333333333333333,,,,,9lnjH27F7o,,,,,
,KULT: Divinity Lost - Horror Guide & Scenario Collection,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,9plhI5F6Uq,,,,,
,Warfighter: WWII Expansion 28 - China 3,2019,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,6,,,,,,,30,90,"eX8uuNlQkQ,v4SfYtS2Lr,jX8asGGR6o,fl3TogdUzX",,,,,,,,,,,,,,,A0BoXnzwbb,,,,,
,The Lord of the Rings: The Card Game - Assault on Osgiliath Adventure Pack,2013,,,,"id,name,url,num_games,score,game,images",1,2,,,,,14,,30,60,,,,,,,,,,,,,,,,A3a1kqAnZW,,,,,
,Android: Netrunner - Data and Destiny Expansion,2015,,,,"id,name,url,num_games,score,game,images",2,2,,,,,14,,45,45,v4SfYtS2Lr,,,,,,,,,2,4.5,,,,,A5nwl2613s,,,,,
,MY FIRST SKIP-BO Card Game,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,eX8uuNlQkQ,,,,,,,,,1,3.0,,,,,A8OpjG1u4R,,,,,
,Wind - Character Meeple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9r8mJWEb6,,,,,
,Transparent D6 Rainbow Dice (16mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AETseBGihl,,,,,
,Age of Steam Deluxe: Hungary & Finland,2019,,,,"id,name,url,num_games,score,game,images",1,6,,,,,13,,120,120,"v4SfYtS2Lr,JwHcKqxh33",,,,,,,,,,,,,,,AHnn3lY2fG,,,,,
,Nemesis: 3D Printed Dead Body Tokens (Set of 6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKCSWZbl5f,,,,,
,The Big Bang Theory: The Party Game,,,,,"id,name,url,num_games,score,game,images",3,7,,,,,,,,,X8J7RM6dxX,,,,,,,,,,,,,,,ALi1gi6jAV,,,,,
,I would Fight the Dragon...: King Promo Card,2018,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",3,8,,,,,13,,30,60,,,,,,,,,,,,,,,,AMfRGHAT9Q,,,,,
,Global Survival,1992,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,8,,,,,14,,120,300,,,,,,,,,,,,,,,,ANBEbht4QJ,,,,,
,Firefly: The Game - Artful Dodger,2013,,,,"name,id,url,num_games,score,game,images",1,4,,,,,13,,120,180,"v4SfYtS2Lr,Sod2YBWMKi",,,,,,,,,9,3.7777777777777777,,,,,AUGCxcjpbE,,,,,
,Stonewall in the Valley,1995,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,2,,,,,12,,60,840,,,,,,,,,,2,3.5,,,,,AVMiVqob0S,,,,,
,Whac-a-Mole Molehill Mania Game,2010,,,,"id,name,url,num_games,score,game,images",2,2,,,,,4,,5,5,"HKaYVNIxAJ,bKrxqD9mYc",,,,,,,,,,,,,,,AhynCEVGiz,,,,,
,Dominion: Hinterlands,2011,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,4,,,,,13,,30,45,"eX8uuNlQkQ,v4SfYtS2Lr,QAYkTHK1Dd",,,,,,,,,51,3.9210084033613444,,,,,AkBOaFyWk6,,,,,
,Riot at the Round Table,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,AkI6smIaRT,,,,,
,Magic: The Gathering Deluxe Loyalty Dice Set - Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An6laB7iIR,,,,,
,Warfighter: WWII Expansion 44 - Medals,2018,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",1,6,,,,,,,45,240,"v4SfYtS2Lr,fl3TogdUzX",,,,,,,,,,,,,,,At2SeILgUe,,,,,
,Arkham Horror: Pre-painted Miniature - Shugeron (Set 2),,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,B3aF6gEbb0,,,,,
,Gangster Bang Miniatures,,,,,,,,,,,,,,,,"rrvd68LjOR,FC6ElKI9tk",,,,,,,,,,,,,,,B7vcdutDuJ,,,,,
,Munchkin Kill-O-Meter,2009,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,v4SfYtS2Lr,,,,,,,,,2,3.0,,,,,B9xwqVBfx7,,,,,
,"Mediterranean Village, 28mm, laser-cut HDF terrain",,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,BAPNfikaUd,,,,,
,Catan: Explorers & Pirates 5-6 Player Extension,,,,,"name,id,url,num_games,score,game,images",3,4,,,,,10,,60,90,,,,,,,,,,1,3.0,,,,,BCpwnslE4q,,,,,
,"Warhammer 40,000: Conquest - The Howl of Blackmane War Pack",2014,,,,"id,name,url,num_games,score,game,images",2,2,,,,,,,30,60,,,,,,,,,,1,4.0,,,,,BDBTqPpBlz,,,,,
,Rum & Bones: Second Tide - Blutrausch Legion Heroes Set #1,2017,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,6,,,,,12,,30,75,,,,,,,,,,,,,,,,BDZpYWpFiG,,,,,
,Sorcerer Token Set (D&D 4E),2011,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,2Gu62aKdma,,,,,,,,,,,,,,,BGpU61u4vv,,,,,
,Starcadia Quest: Needles,2020,,,,"name,id,url,num_games,score,game,images",2,4,,,,,14,,60,60,v4SfYtS2Lr,,,,,,,,,,,,,,,BIgbu2gblb,,,,,
,Le Passe-Trappe - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BL1HFmGdqA,,,,,
,Block by Block,2020,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,2,,,,,,,,,jX8asGGR6o,,,,,,,,,,,,,,,BLnBczXsmZ,,,,,
,Purple Character Germ (15x15x5mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BM94Oy4AIb,,,,,
,A Game of Thrones: The Card Game (Second Edition) - Wolves of the North,2016,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,4,,,,,14,,60,60,"eX8uuNlQkQ,v4SfYtS2Lr",,,,,,,,,1,3.0,,,,,BNYh12IORE,,,,,
,Dragon Ball Super: Playmat - Set 3 V3,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,BRA0sCNlCb,,,,,
,Android: Netrunner - Free Mars Data Pack,2017,,,,"id,name,url,num_games,score,game,images",2,2,,,,,14,,45,45,,,,,,,,,,,,,,,,BX91nMtHcU,,,,,
,Polyhedral Dice (Set of 7): Celtic 3D - Black and Green,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,BhEXU6sd5H,,,,,
,Bang! The Dice Game: Upgrade Set (49-piece Set),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bna0RvFslJ,,,,,
,Android: Netrunner - Intervention Data Pack,2016,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,2,,,,,14,,45,45,"eX8uuNlQkQ,v4SfYtS2Lr",,,,,,,,,,,,,,,BnwGcCTozc,,,,,
,Star Wars X-Wing: X-Wing Expansion,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,"v4SfYtS2Lr,Sod2YBWMKi",,,,,,,,,11,3.909090909090909,,,,,BqA1Y1EVrK,,,,,
,INTO THE ORBIT,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,Bw4iRfzzit,,,,,
,Trains: Gen Con 2014,2014,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,,,,,,"vZsDDAdOoe,ohABM4GjbC",,,,,,,,,,,,,,BwtkfJPycd,,,,,
,Party Bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7LoONWYdI,,,,,
,Player's Guide to Oranth,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,CCLptA6BUZ,,,,,
,Deck Box: Legion Absolute Iconic - Skull,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,CDAzCSCOi7,,,,,
,"Sleeping Dragon, Rising Sun",2014,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,v4SfYtS2Lr,,,,,,,,,,,,,,,CDodVOY3Si,,,,,
,VS System 2PCG: The X-Files Battles,2019,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,2,,,,,14,,30,30,"eX8uuNlQkQ,Sod2YBWMKi",,,,,,,,,,,,,,,CFVEWHb7UI,,,,,
,Bezzerwizzer,2007,,,,"id,name,url,num_games,score,game,images",2,12,,,,,14,,45,45,"X8J7RM6dxX,YGHGDjahKY","3tuJiW3pps,ZX3hYcF9H7,DEvPj5twid",,,,,,,,39,2.8051282051282054,,,,,CGvSiSQRHm,,,,,
,Sparbingo,,,,,,2,8,,,,,,,,,N0TkEGfEsF,9YdRn9J9oZ,,,,,,,,,,,,,,CHjNigwjHH,,,,,
,Open Fire,1988,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,1,,,,,12,,240,240,VzyslQJGrG,,,,,,,,,1,3.0,,,,,CKBs3TrARq,,,,,
,Dino Dig,,,,,,2,4,,,,,,,,,rrvd68LjOR,,,,,,,,,1,2.0,,,,,CKPLJaVqki,,,,,
,Warhammer Rule Book - 7th edition,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,CVjce471yI,,,,,
,Eclipse,1999,,,,"id,name,url,num_games,score,game,images",2,2,,,,,8,,15,15,hBqZ3Ar4RJ,,,,,,,,,,,,,,,CWPEdkpzeb,,,,,
,Arkham Horror: Pre-painted Miniature - Vampire (Set 2),,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,CaYbG6VmeF,,,,,
,The Game Master Kit,2019,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,CbW7gGWL55,,,,,
,The Book of Dungeon Encounters,2020,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,CdbF0lFg3k,,,,,
,Firefly: The Game - Esmeralda,2015,,,,"name,id,url,num_games,score,game,images",1,4,,,,,13,,120,180,v4SfYtS2Lr,,,,,,,,,4,4.0,,,,,CiPOhwXwxW,,,,,
,"Box Bands 10"" (Set of 5)",,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,CiTf4YNuaC,,,,,
,Terra Mystica: Fire & Ice - Landscapes package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoHjQ3mk3h,,,,,
,Far West Domination,2021,,,,,1,6,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,CoTPbqXlNE,,,,,
,Puppy Love,2016,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,7,,15,30,,"bgGxE0pI2B,qu5BcGjAzk",,,,,,,,,,,,,,Cp7QO3aFnF,,,,,
,MiniMonFa (MiniMonsterFantasy),2005,,,,"id,num_games,score,game,url,images",2,2,,,,,,,20,20,,,,,,,,,,1,3.0,,,,,CpaSPHRGFR,,,,,
,Heroes of Normandie: Gazette #2 - Hobart's Funnies,,,,,,2,2,,,,,14,,60,60,,,,,,,,,,,,,,,,CpqFz5Q33X,,,,,
,Deathwatch Kit,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,CqL12zSJsP,,,,,
,Deep Madness: The Faces of the Sphere,2019,,,,"id,name,url,num_games,score,game,images",1,6,,,,,16,,,,,"oeg6wN9Eoc,9mNukNBxfZ,R0bGq4cAl4,WPytek5P8l,U3zhCQH7Et,XM2FYZmBHH",,,,,,,,,,,,,,CuvQYbSixd,,,,,
,Rum & Bones: Custom Dice,2015,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,CvVNoH4nj9,,,,,
,A Delightful Reading Game,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,,,,,,,CvpoFG8aCE,,,,,
,Wealth of Nations: Super Industry Tiles,2010,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,6,,,,,13,,120,120,v4SfYtS2Lr,,,,,,,,,,,,,,,D2dQ0DKgRt,,,,,
,A Game of Thrones: The Card Game - Ancient Enemies,2008,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,12,,60,60,"eX8uuNlQkQ,v4SfYtS2Lr",,,,,,,,,1,4.0,,,,,DCOTcy6xhx,,,,,
,Legendary: A James Bond Deckbuilding Game,2019,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",1,5,,,,,14,,45,45,,,,,,,,,,3,3.3333333333333335,,,,,DDu1Smaj8x,,,,,
,Khyber's Harvest with Dungeon Tile (D&D 4E),,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,2Gu62aKdma,,,,,,,,,,,,,,,DHjXESOXcC,,,,,
,Core Worlds: Galactic Orders,2012,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,5,,,,,10,,90,90,v4SfYtS2Lr,,,,,,,,,18,3.7750000000000004,,,,,DKU1ZYYxjw,,,,,
,A Game of Thrones: The Card Game - A Turn of the Tide Chapter Pack,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,DMtKsV5xGg,,,,,
,Pathfinder Adventure Card Game: Rise of the Runelords Character Add-On Deck,2013,,,,"id,name,url,num_games,score,game,images",1,6,,,,,13,,90,120,,,,,,,,,,15,3.8666666666666667,,,,,DN3oJAd50E,,,,,
,Pokémon Trading Card Game: Card Sleeves - Sun & Moon Lost Thunder Zeraora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPkxajMHvL,,,,,
,"Warhammer 40,000: Conquest - Zogwart's Curse War Pack",2015,,,,"id,name,url,num_games,score,game,images",2,2,,,,,,,30,60,,,,,,,,,,1,4.0,,,,,DThUImMUPX,,,,,
,Great Western Trail: Promo Station Master Tiles,,,,,"name,id,url,num_games,score,game,images",2,4,,,,,12,,75,150,,,,,,,,,,3,4.666666666666667,,,,,DTplw5XFyc,,,,,
,A Game of Thrones: The Card Game (Second Edition) - Taking the Black Chapter Pack,2015,,,,"id,name,url,num_games,score,game,images",2,4,,,,,14,,60,60,,,,,,,,,,1,3.0,,,,,DXx6CAKn7M,,,,,
,Flash Point Fire Rescue: 2nd Story Expansion Pack,2012,,,,"id,name,url,num_games,score,game,images",1,6,,,,,10,,45,60,v4SfYtS2Lr,,,,,,,,,23,3.826086956521739,,,,,Df0HdPZ4EH,,,,,
,Arkham Horror: The Card Game - Weaver of the Cosmos Mythos Pack,2020,,,,"id,name,url,num_games,score,game,images",1,2,,,,,14,,60,120,"eX8uuNlQkQ,v4SfYtS2Lr",,,,,,,,,,,,,,,DgWN4EcyLc,,,,,
,Bigfoot - Character Meeple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DlVZdnxwwm,,,,,
,Call of Cthulhu: The Card Game - Ancient Horrors Asylum Pack,2008,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,2,,,,,13,,30,30,,,,,,,,,,1,3.0,,,,,DlxAhza9xR,,,,,
,Serenissima (Second Edition),2012,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,4,,,,,13,,90,90,,"R0bGq4cAl4,UHdPUeuqyZ",,,,,,,,14,3.2142857142857144,,,,,DnAruYboc1,,,,,
,Deck Case 80+: Standard - Pink,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,DnZerMhFLf,,,,,
,Waste Knights: Second Edition – Remnants of Civilization,2020,,,,"id,name,url,num_games,score,game,images",1,4,,,,,14,,90,180,,,,,,,,,,,,,,,,DqYUiDYCVj,,,,,
,Pathfinder Adventure Card Game: Game Mat,2020,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,DqldJA6gv4,,,,,
,Scythe: Promo Pack #9 - Metal $50 Coins,2017,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,DwLyDfIWI7,,,,,
,Tally Ho!,,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,MWoxgHrOJD,qu5BcGjAzk,,,,,,,,28,2.821428571428571,,,,,DyEUGCuAnk,,,,,
,VS System 2PCG: Webheads,2020,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,4,,,,,14,,30,60,"eX8uuNlQkQ,v4SfYtS2Lr",,,,,,,,,,,,,,,DzY9WiNwLl,,,,,
,Monopoly: Golf – Signature Holes Edition,2008,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,6,,,,,8,,60,60,"N0TkEGfEsF,7rV11PKqME","BGrhzIN69D,mGBzR68m8Z,lA3KUtVFCy,AVY6EvSQTP",,,,,,,,,,,,,,DzcwwpKw2s,,,,,
,Fleet Commander: Nimitz - Yamamoto,2020,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,E5eRFtyX4r,,,,,
,DC Comics Deck-Building Game: Heroes Unite,2014,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,5,,,,,8,,45,60,"eX8uuNlQkQ,G5kfqnPBP6",,,,,,,,,22,3.494318181818181,,,,,E74h3hzyJI,,,,,
,Yu-Gi-Oh! Trading Card Game: Deck Box Golden Duelist Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E75YrxTnPD,,,,,
,Purple Cthulhu - Character Meeple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E9A2iSZBDK,,,,,
,Import / Export: Jutaku Expansion,2017,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",,,,,,,,,,,v4SfYtS2Lr,,,,,,,,,,,,,,,EA5w2xVFSQ,,,,,
,Cadwallon: City of Thieves,2010,,,,"id,name,url,num_games,score,game,images",2,4,,,,,10,,45,45,,,,,,,,,,11,3.454545454545455,,,,,EAPgSIFFpS,,,,,
,1870,1978,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,12,,180,180,2bdFPJUvFo,,,,,,,,,,,,,,,EBmYf5NVzC,,,,,
,"Pokémon Trading Card Game: Let's Play, Eevee! Theme Deck",,,,,"name,id,url,num_games,score,game,images",,,,,,,6,,,,"eX8uuNlQkQ,vXxLT0FDTZ",,,,,,,,,,,,,,,EDGEPLabz0,,,,,
,Roadzters,2010,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",1,4,,,,,5,,20,20,,U3zhCQH7Et,,,,,,,,2,3.0,,,,,EGrFlA8MHg,,,,,
,Yggdrasil,2011,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",1,6,,,,,13,,90,90,MHkqIVxwtx,"oeg6wN9Eoc,9mNukNBxfZ,R0bGq4cAl4,lA3KUtVFCy,XM2FYZmBHH",,,,,,,,31,3.290322580645161,,,,,EHnIttT6No,,,,,
,Android: Netrunner - Old Hollywood Data Pack,2015,,,,"id,name,url,num_games,score,game,images",2,2,,,,,14,,45,45,,,,,,,,,,,,,,,,EIwHhpPXKX,,,,,
,Player's Strategy Guide (D&D 4E),,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,2Gu62aKdma,,,,,,,,,1,3.0,,,,,EL1zp2NVsD,,,,,
,"Call of Cthulhu, 3rd Edition [Box Set]",,,,,"id,name,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,,,,,,,ELkZ3UsYtC,,,,,
,Scene It? Sports Powered by ESPN,2005,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,4,,,,,13,,45,45,hShsL2DktG,mGBzR68m8Z,,,,,,,,,,,,,,EO4k8QCA45,,,,,
