bgg_id,name,year,game_type,designer,artist,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,category,mechanic,cooperative,compilation,compilation_of,family,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id
"13,Catan,1995,""5497,5499"",11,""12036,12382,13034,5442,26874,4959,11825,24191,25612,11883,12063"",""37,267,4304,7340,6784,46980,7162,9068,4358,31418,4335,496,41,2366,26990,116,5657,4617,5530,21640,858,23382,4417,18852,8822,31372,29036,5020,6214,8291,2654,5597,3218,3533,10,24886,2528,22,8313,44204,9235,48279,9234,42,18477,13481,14078"",3,4,3,4,4,4,10,8.330985915492958,60,120,""1021,1026"",""2072,2026,2902,2011,2081,2876,2909,2008,2897"",,,,""7481,67874,68769,3,11505"",,,412,104714,7.14406,1.48069,6.97946,2.3158,2.016304347826087,,,,,,"
"167791,Terraforming Mars,2016,5497,52075,62819,""18575,3475,46980,22560,4785,46884,5380,32866,8291,3218,34801,25203,30677,32591,7992,23756,32395,36366,7466,36563,24844,33998,11652,48279,36763"",1,5,1,4,3,3,12,11.945378151260504,120,120,""1021,1084,1088,1016,1113,1086"",""2984,2875,2040,2026,2902,2004,2819,2686,2002,2828,2015"",,,,""64952,65191,46915,27646,5666,49694,19298,10169"",,,4,69636,8.42496,1.38375,8.27906,3.2444,3.4054054054054053,,,,,,"
"14996,Ticket to Ride: Europe,2005,5499,9,""12519,11886"",""1027,23043,47848,15889,6784,34501,14813,2973,15605,8820,28415,8439,1391,18852,6214,3668,3218,11107,31904,7466,7581,8313"",2,5,2,5,4,4,8,8.065693430656934,30,60,1034,""2041,2883,2875,2040,2081,2661,2004"",,,,""64960,50153,17"",9209,,127,60895,7.54729,1.19355,7.42817,1.9327,1.025974025974026,,,,,,"
"9209,Ticket to Ride,2004,5499,9,""12519,11886"",""1027,3320,23043,47848,934,6784,34501,2973,15605,5530,8439,18852,3218,11107,7466,33998,9234"",2,5,2,5,4,4,8,7.929411764705883,30,60,1034,""2041,2912,2875,2040,2081,2661,2004"",,,,""64960,61646,14835,17"",,,180,73723,7.42029,1.29379,7.3119,1.8462,1.0769230769230769,,,,,,"
"225244,Ticket to Ride: Germany,2017,5499,9,""12519,11886"",""1027,7466"",2,5,2,5,2,5,8,,30,60,""1034,1011"",""2041,2040,2081,2004"",,,,""64960,10643,17"",""9209,119637,171897"",,1339,1168,7.6421,1.17423,6.34947,1.75,,,,,,,"
"31627,Ticket to Ride: Nordic Countries,2007,5499,9,""12519,11886"",""1027,2973,15605,1391,18852,3218,11107,7466"",2,3,2,3,3,3,8,8.096153846153847,30,60,1034,""2041,2040,2081,2004"",,,,""19551,18620,64960,10315,16882,10316,10312,10313,17"",9209,,162,11987,7.63907,1.22047,7.35516,1.984,1.0121951219512195,,,,,,"
"21348,Ticket to Ride: Märklin,2006,""5497,5499"",9,""12519,11886"",1027,2,5,2,5,4,4,8,9.5,30,60,""1034,1011"",""2041,2040,2081,2078,2004"",,,,""64960,10643,17"",9209,,318,8772,7.41328,1.24482,7.08643,2.2429,1.05,,,,,,"
"253284,Ticket to Ride: New York,2018,5499,9,""12519,11886"",""1027,15889,2973,15605,8820,8291,7466,33998"",2,4,2,4,2,2,8,,10,15,1034,""2041,2040,2081,2004"",,,,""13111,67953,17"",9209,,881,4944,7.0014,1.1563,6.5976,1.2535,,,,,,,"
"30549,Pandemic,2008,""5497,5499"",378,""9731,33088,11935,14057,16910"",""538,3320,4304,157,42032,15889,6784,7162,2366,5657,15605,8820,23382,1391,6275,15983,6214,8291,5812,3218,9325,7992,11107,29085,39,4696,7466,33998,3888,8759,4932,35809,44209,10739"",2,4,1,4,4,4,8,9.836683417085426,45,45,2145,""2001,2023,2040,2078,2004,2008,2015"",1,,,""64952,65191,70360,3430,61854,63526,63524,63525,62881"",,,104,105773,7.5987,1.3285,7.4972,2.4083,2.071698113207547,,,,,,"
